,time_seconds,time_seconds_delta,Timestamp,Data,X,Y,Z,Gmag,Gmag_norm,Q3 threshold,Std threshold,HO threshold
0,68196.812,0.0,18:56:36:812,0000379945 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
1,68196.902,0.08999999999650754,18:56:36:902,0000380036 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
2,68196.992,0.08999999999650754,18:56:36:992,0000380126 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
3,68197.082,0.08999999999650754,18:56:37:082,0000380216 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
4,68197.171,0.08900000000721775,18:56:37:171,0000380306 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
5,68197.262,0.09100000000034925,18:56:37:262,0000380396 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
6,68197.397,0.1349999999947613,18:56:37:397,0000380486 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
7,68197.485,0.08800000000337604,18:56:37:485,0000380621 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
8,68197.577,0.09200000000419095,18:56:37:577,0000380711 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
9,68197.665,0.08799999998882413,18:56:37:665,0000380801 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
10,68197.758,0.09300000000803266,18:56:37:758,0000380891 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
11,68197.849,0.09100000000034925,18:56:37:849,0000380981 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
12,68197.936,0.08699999999953434,18:56:37:936,0000381071 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
13,68198.072,0.13599999999860302,18:56:38:072,0000381161 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
14,68198.162,0.08999999999650754,18:56:38:162,0000381296 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
15,68198.254,0.09200000000419095,18:56:38:254,0000381386 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
16,68198.339,0.08500000000640284,18:56:38:339,0000381476 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
17,68198.433,0.09399999999732245,18:56:38:433,0000381566 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
18,68198.565,0.1319999999977881,18:56:38:565,0000381701 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
19,68198.656,0.09100000000034925,18:56:38:656,0000381791 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
20,68198.745,0.08899999999266583,18:56:38:745,0000381891 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
21,68198.841,0.09600000000500586,18:56:38:841,0000381971 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
22,68198.925,0.08400000000256114,18:56:38:925,0000382061 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
23,68199.105,0.17999999999301508,18:56:39:105,0000382151 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
24,68199.243,0.13800000000628643,18:56:39:243,0000382331 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
25,68199.377,0.1339999999909196,18:56:39:377,0000382466 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
26,68199.467,0.09000000001105946,18:56:39:467,0000382601 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
27,68199.607,0.13999999999941792,18:56:39:607,0000382736 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
28,68199.69,0.08299999999871943,18:56:39:690,0000382826 [app] INFO: GYRO: ,0.066,0.027,0.901,0.9038174594463199,0.0,Normal data,Normal data,Normal data
29,68199.781,0.09100000000034925,18:56:39:781,0000382916 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
30,68199.915,0.1339999999909196,18:56:39:915,0000383006 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
31,68200.006,0.09100000000034925,18:56:40:006,0000383141 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
32,68200.139,0.13300000000162981,18:56:40:139,0000383276 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
33,68200.232,0.09300000000803266,18:56:40:232,0000383366 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
34,68200.365,0.13300000000162981,18:56:40:365,0000383456 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
35,68200.456,0.09100000000034925,18:56:40:456,0000383591 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
36,68200.549,0.09299999999348074,18:56:40:549,0000383681 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
37,68200.637,0.08800000000337604,18:56:40:637,0000383771 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
38,68200.725,0.08800000000337604,18:56:40:725,0000383861 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
39,68200.818,0.09299999999348074,18:56:40:818,0000383951 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
40,68200.906,0.08800000000337604,18:56:40:906,0000384041 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
41,68201.042,0.13599999999860302,18:56:41:042,0000384131 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
42,68201.133,0.09100000000034925,18:56:41:133,0000384266 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
43,68201.222,0.08899999999266583,18:56:41:222,0000384356 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
44,68201.328,0.10599999999976717,18:56:41:328,0000384446 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
45,68201.403,0.07500000001164153,18:56:41:403,0000384536 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
46,68201.49,0.08699999999953434,18:56:41:490,0000384626 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
47,68201.579,0.08899999999266583,18:56:41:579,0000384716 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
48,68201.76,0.1809999999968568,18:56:41:760,0000384806 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
49,68201.851,0.09100000000034925,18:56:41:851,0000384986 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
50,68201.942,0.09100000000034925,18:56:41:942,0000385076 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
51,68202.033,0.09100000000034925,18:56:42:033,0000385166 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
52,68202.122,0.08900000000721775,18:56:42:122,0000385256 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
53,68202.209,0.08699999999953434,18:56:42:209,0000385346 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
54,68202.346,0.13700000000244472,18:56:42:346,0000385436 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
55,68202.436,0.08999999999650754,18:56:42:436,0000385571 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
56,68202.571,0.1349999999947613,18:56:42:571,0000385661 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
57,68202.71,0.13900000001012813,18:56:42:710,0000385841 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
58,68202.803,0.09299999999348074,18:56:42:803,0000385931 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
59,68202.932,0.1290000000008149,18:56:42:932,0000386021 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
60,68203.068,0.13599999999860302,18:56:43:068,0000386156 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
61,68203.205,0.13700000000244472,18:56:43:205,0000386291 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
62,68203.291,0.08599999999569263,18:56:43:291,0000386426 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
63,68203.38,0.08900000000721775,18:56:43:380,0000386516 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
64,68203.519,0.13899999999557622,18:56:43:519,0000386606 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
65,68203.698,0.1790000000037253,18:56:43:698,0000386741 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
66,68203.785,0.08699999999953434,18:56:43:785,0000386921 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
67,68203.969,0.18399999999383,18:56:43:969,0000387011 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
68,68204.054,0.08500000000640284,18:56:44:054,0000387191 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
69,68204.193,0.13899999999557622,18:56:44:193,0000387281 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
70,68204.28,0.08699999999953434,18:56:44:280,0000387416 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
71,68204.417,0.13700000000244472,18:56:44:417,0000387506 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
72,68204.551,0.13400000000547152,18:56:44:551,0000387641 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
73,68204.64,0.08899999999266583,18:56:44:640,0000387776 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
74,68204.731,0.09100000000034925,18:56:44:731,0000387866 [app] INFO: GYRO: ,-5.942,-2.039,17.409,18.50778663157753,1.0,Abnormal data,Abnormal data,Abnormal data
75,68204.865,0.13400000000547152,18:56:44:865,0000387956 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
76,68205.004,0.13899999999557622,18:56:45:004,0000388091 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
77,68205.09,0.08599999999569263,18:56:45:090,0000388226 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
78,68205.181,0.09100000000034925,18:56:45:181,0000388316 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
79,68205.272,0.09100000000034925,18:56:45:272,0000388406 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
80,68205.587,0.3150000000023283,18:56:45:587,0000388496 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
81,68205.722,0.1349999999947613,18:56:45:722,0000388811 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
82,68205.856,0.13400000000547152,18:56:45:856,0000388946 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
83,68205.946,0.08999999999650754,18:56:45:946,0000389081 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
84,68206.126,0.180000000007567,18:56:46:126,0000389171 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
85,68206.259,0.13300000000162981,18:56:46:259,0000389351 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
86,68206.349,0.08999999999650754,18:56:46:349,0000389486 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
87,68206.485,0.13599999999860302,18:56:46:485,0000389621 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
88,68206.731,0.2459999999991851,18:56:46:731,0000389711 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
89,68206.847,0.11599999999452848,18:56:46:847,0000389936 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
90,68206.938,0.09100000000034925,18:56:46:938,0000390071 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
91,68207.029,0.09100000000034925,18:56:47:029,0000390161 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
92,68207.115,0.08600000001024455,18:56:47:115,0000390251 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
93,68207.21,0.09500000000116415,18:56:47:210,0000390341 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
94,68207.296,0.08599999999569263,18:56:47:296,0000390431 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
95,68207.389,0.09299999999348074,18:56:47:389,0000390521 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
96,68207.525,0.13599999999860302,18:56:47:525,0000390611 [app] INFO: GYRO: ,0.807,0.062,0.522,0.9631079897913837,0.003368020573390146,Normal data,Normal data,Normal data
